EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
"588,1972,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Zürichstrasse,168,8910,Affoltern am Albis,47.28465,8.45335,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"348,1967,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Mühlebergstrasse,44,8910,Affoltern am Albis,47.27996,8.45792,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"349,1967,1961-1970,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Mühlebergstrasse,46,8910,Affoltern am Albis,47.27963,8.457957,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,26.242267258093538,10244.981137559718,112.4627439777619,43905.45524891825"
"351,1969,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Brunnenstrasse,1,8910,Affoltern am Albis,47.28052,8.457165,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"362,1970,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",10,ZH,Affoltern am Albis,2,Untere Kirchfeldstrasse,13,8910,Affoltern am Albis,47.28108,8.456098,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"364,1961,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Untere Kirchfeldstrasse,12,8910,Affoltern am Albis,47.28039,8.455807,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"368,1972,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Untere Kirchfeldstrasse,19,8910,Affoltern am Albis,47.27992,8.456341,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"372,1971,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Wolhausenstrasse,21,8910,Affoltern am Albis,47.2798,8.456818,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"376,1979,1971-1980,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Erlenweg,25,8910,Affoltern am Albis,47.27895,8.461157,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"379,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,3,8910,Affoltern am Albis,47.27882,8.45923,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"381,1979,1971-1980,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,5,8910,Affoltern am Albis,47.2789,8.459132,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"382,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,6,8910,Affoltern am Albis,47.27892,8.459055,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"391,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,15,8910,Affoltern am Albis,47.27913,8.459403,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"400,1979,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,24,8910,Affoltern am Albis,47.2786,8.46041,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"405,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,30a,8910,Affoltern am Albis,47.27834,8.460747,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"406,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,30b,8910,Affoltern am Albis,47.27833,8.4608,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"418,1979,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Stigelistrasse,4,8910,Affoltern am Albis,47.27843,8.460132,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"423,1987,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Rebberg,3,8910,Affoltern am Albis,47.27951,8.460442,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
"427,1977,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Bernhaustrasse,9,8910,Affoltern am Albis,47.27809,8.462732,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"429,1977,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,62,8910,Affoltern am Albis,47.27868,8.462227,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"432,1955,1946-1960,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Mühlebergstrasse,68,8910,Affoltern am Albis,47.27894,8.462234,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"434,1970,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wilgibelweg,15,8910,Affoltern am Albis,47.27939,8.462569,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"435,1976,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Wilgibelweg,19,8910,Affoltern am Albis,47.27917,8.46288,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"439,1957,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wilgibelweg,21,8910,Affoltern am Albis,47.27898,8.463371,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"447,1926,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,28,8910,Affoltern am Albis,47.27981,8.462621,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
452,1958,1946-1960,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Im Weinberg,26,8910,Affoltern am Albis,47.27962,8.462291,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
"458,1963,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,78,8910,Affoltern am Albis,47.28038,8.461116,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"460,1963,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,24,8910,Affoltern am Albis,47.27977,8.462003,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
472,1957,1946-1960,122,2.8254901960784315,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Sennweidstrasse,,8910,Affoltern am Albis,47.28541,8.471029,ausserhalb Bauzonen,1,0,0,178.16784313725492,Rest,3112,27.784392373569812,4950.285262078128,121.98302133790885,21733.451811140963
"477,1933,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Rinderweidweg,3,8910,Affoltern am Albis,47.2843,8.459607,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
478,1964,1961-1970,122,3,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Sonnenbergstrasse,30,8910,Affoltern am Albis,47.28486,8.457752,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376
"485,1964,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Sonnenbergstrasse,6,8910,Affoltern am Albis,47.28132,8.45744,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"488,1870,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Chüegasse,1,8910,Affoltern am Albis,47.28169,8.458051,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"495,1901,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Spitalweg,13,8910,Affoltern am Albis,47.28342,8.456802,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
501,1935,1919-1945,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,13,8910,Affoltern am Albis,47.28218,8.457647,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858
"502,1960,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,14,8910,Affoltern am Albis,47.28207,8.45795,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"509,1850,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,3b,8910,Affoltern am Albis,47.28162,8.456844,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"518,1924,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Spitalweg,1,8910,Affoltern am Albis,47.28243,8.455965,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"519,1850,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,1,8910,Affoltern am Albis,47.28214,8.45561,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"523,1966,1961-1970,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",16,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,5,8910,Affoltern am Albis,47.28241,8.455281,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,26.242267258093538,10244.981137559718,112.4627439777619,43905.45524891825"
"537,1974,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,23a,8910,Affoltern am Albis,47.28442,8.453866,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"538,1974,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,23b,8910,Affoltern am Albis,47.28457,8.453839,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"539,1974,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,23c,8910,Affoltern am Albis,47.28472,8.453812,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"542,1962,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,29,8910,Affoltern am Albis,47.28542,8.453821,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"544,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,32,8910,Affoltern am Albis,47.28602,8.454349,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"545,1966,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,33,8910,Affoltern am Albis,47.28568,8.453715,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"548,1983,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Blitzgbachweg,6,8910,Affoltern am Albis,47.28611,8.454657,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"554,1986,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,44a,8910,Affoltern am Albis,47.2871,8.45382,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"556,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,44c,8910,Affoltern am Albis,47.28731,8.453706,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"559,1954,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,43,8910,Affoltern am Albis,47.28686,8.453434,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"564,1956,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,39,8910,Affoltern am Albis,47.28636,8.453747,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
567,1976,1971-1980,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,54,8910,Affoltern am Albis,47.28841,8.453274,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154
"571,1971,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,55,8910,Affoltern am Albis,47.28816,8.452883,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"577,1972,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Alte Hedingerstrasse,67,8910,Affoltern am Albis,47.28891,8.452259,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"585,1959,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Zürichstrasse,165,8910,Affoltern am Albis,47.28427,8.45264,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"642,1860,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wollengasse,14,8910,Affoltern am Albis,47.28283,8.454885,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"645,1870,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Ankengasse,3,8910,Affoltern am Albis,47.28199,8.454292,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"651,1974,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Giessenstrasse,15a,8910,Affoltern am Albis,47.2829,8.450372,Mischzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"656,1962,1961-1970,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Giessenstrasse,20,8910,Affoltern am Albis,47.28359,8.449473,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"667,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,8,8910,Affoltern am Albis,47.28224,8.451917,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"669,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,10,8910,Affoltern am Albis,47.28236,8.451662,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
690,1982,1981-1985,122,4,Wohngebäude mit Nebennutzung,5,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,7,8910,Affoltern am Albis,47.28086,8.452655,Mischzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444
690,1982,1981-1985,122,4,Wohngebäude mit Nebennutzung,5,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,9a,8910,Affoltern am Albis,47.28082,8.452765,Mischzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444
693,1897,Vor 1919,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,15,8910,Affoltern am Albis,47.28067,8.451692,Mischzonen,1,0,1,195.20000000000002,Rest,3112,20.52155980242712,4005.808473433774,100.33881790168296,19586.137254408513
700,1880,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,24,8910,Affoltern am Albis,47.28057,8.45068,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"704,1941,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wiesengrundstrasse,8,8910,Affoltern am Albis,47.27991,8.451618,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"706,1982,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Wiesengrundstrasse,13,8910,Affoltern am Albis,47.27962,8.452365,Zentrumszonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"714,1946,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wiesenstrasse,11,8910,Affoltern am Albis,47.2804,8.452862,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"720,1927,1919-1945,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Breitenstrasse,13,8910,Affoltern am Albis,47.2791,8.452583,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
732,1990,1986-1990,122,4,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Breitenstrasse,24,8910,Affoltern am Albis,47.27903,8.451093,Zentrumszonen,1,0,1,292.8,Wohnen,3112,17.155712341788742,5023.192573675744,78.36677448614827,22945.791569544217
734,1860,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Bachweg,1,8910,Affoltern am Albis,47.27954,8.453679,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
737,1860,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Bachweg,5,8910,Affoltern am Albis,47.27987,8.4537,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
739,1966,1961-1970,122,4,Wohngebäude mit Nebennutzung,7,ZH,Affoltern am Albis,2,Zürichstrasse,108,8910,Affoltern am Albis,47.27915,8.454276,Zentrumszonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195
"742,1968,1961-1970,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Zürichstrasse,124,8910,Affoltern am Albis,47.28022,8.454942,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
749,1837,Vor 1919,122,3,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,136,8910,Affoltern am Albis,47.28093,8.45414,Mischzonen,1,0,1,195.20000000000002,Rest,3112,20.52155980242712,4005.808473433774,100.33881790168296,19586.137254408513
753,1959,1946-1960,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Kirchfeld,2,8910,Affoltern am Albis,47.27856,8.455151,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
755,1956,1946-1960,122,3,Wohngebäude mit Nebennutzung,9,ZH,Affoltern am Albis,2,Kirchfeld,4,8910,Affoltern am Albis,47.27841,8.45536,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
"762,1964,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Alte Dorfstrasse,10,8910,Affoltern am Albis,47.27897,8.453218,Mischzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"763,1964,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Alte Dorfstrasse,12,8910,Affoltern am Albis,47.27894,8.453003,Mischzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
765,1850,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Alte Dorfstrasse,18,8910,Affoltern am Albis,47.27873,8.453624,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
765,1850,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Alte Dorfstrasse,18a,8910,Affoltern am Albis,47.27877,8.453553,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"767,1840,Vor 1919,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Alte Dorfstrasse,16,8910,Affoltern am Albis,47.27869,8.453338,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"467,1988,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Haselächerstrasse,15,8910,Affoltern am Albis,47.28068,8.46144,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
476,1957,1946-1960,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Eggmoosstrasse,1,8910,Affoltern am Albis,47.28906,8.459511,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201
478,1964,1961-1970,122,3,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Sonnenbergstrasse,32,8910,Affoltern am Albis,47.285,8.457604,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376
"483,1964,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Sonnenbergstrasse,2,8910,Affoltern am Albis,47.28128,8.45711,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"489,1826,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Chüegasse,3,8910,Affoltern am Albis,47.28158,8.458153,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"492,1984,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Spittelstrasse,15,8910,Affoltern am Albis,47.28303,8.456387,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
