EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
"1262,1937,1919-1945,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Weihermattstrasse,2,8909,Zwillikon,47.28666,8.441015,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1268,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Am Hofibach,24,8909,Zwillikon,47.28945,8.44017,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1271,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Am Hofibach,18,8909,Zwillikon,47.2893,8.440247,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1279,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Am Hofibach,11,8909,Zwillikon,47.2889,8.440054,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1284,1986,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Am Hofibach,1,8909,Zwillikon,47.28855,8.440218,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1304,1947,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Looacherstrasse,1,8909,Zwillikon,47.29036,8.44445,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
1309,1880,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Ottenbacherstrasse,34,8909,Zwillikon,47.28747,8.439615,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"1317,1987,1986-1990,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,In der Halden,14,8909,Zwillikon,47.28762,8.438575,Wohnzonen,1,0,1,292.8,Wohnen,3112,17.155712341788742,5023.192573675744,78.36677448614827,22945.791569544217"
"1319,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,In der Halden,4,8909,Zwillikon,47.28755,8.438918,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1320,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,In der Halden,6,8909,Zwillikon,47.2876,8.438924,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1322,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,In der Halden,10,8909,Zwillikon,47.2877,8.4389,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1338,1964,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidstrasse,42,8909,Zwillikon,47.29365,8.434115,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
1339,1850,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Weidstrasse,40,8909,Zwillikon,47.29345,8.433606,ausserhalb Bauzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
1342,1760,Vor 1919,122,5,Wohngebäude mit Nebennutzung,7,ZH,Affoltern am Albis,2,Ferenbacherstrasse,21,8909,Zwillikon,47.28908,8.437781,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,21.724545312772086,8481.262490106223,103.65762081106611,40467.935164640214
1348,1940,1919-1945,122,3,Wohngebäude mit Nebennutzung,3,ZH,Affoltern am Albis,2,Ottenbacherstrasse,44,8909,Zwillikon,47.28702,8.437813,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284
"1353,1893,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ottenbacherstrasse,62,8909,Zwillikon,47.28707,8.435507,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
1365,1973,1971-1980,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Stampfenmattstrasse,12,8909,Zwillikon,47.28646,8.433619,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936
"1367,1720,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hofibachstrasse,20,8909,Zwillikon,47.28932,8.438187,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"1369,1860,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Schulrain,6,8909,Zwillikon,47.28702,8.430971,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
1375,1974,1971-1980,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Langacherstrasse,1,8909,Zwillikon,47.28664,8.429965,Zonen für öffentliche Nutzungen,1,0,1,97.60000000000001,Rest,3112,26.764691896349902,2612.233929083751,122.17670438259584,11924.446347741356
1380,1962,1961-1970,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Ottenbacherstrasse,79,8909,Zwillikon,47.2872,8.432324,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822
"1389,1840,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidstrasse,1,8909,Zwillikon,47.28785,8.431248,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
1394,1860,Vor 1919,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Weidstrasse,10,8909,Zwillikon,47.28809,8.431761,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
"1396,1984,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidstrasse,12,8909,Zwillikon,47.28807,8.432499,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"1401,1984,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidstrasse,18,8909,Zwillikon,47.28817,8.432303,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"1407,1986,1986-1990,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Hüttenweg,1d,8909,Zwillikon,47.28824,8.430033,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1412,1870,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hüttenweg,10,8909,Zwillikon,47.28823,8.431113,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
1414,1870,Vor 1919,122,1,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Hüttenweg,13,8909,Zwillikon,47.28859,8.430731,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
695,1949,1946-1960,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,17,8910,Affoltern am Albis,47.28058,8.45142,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
"697,1962,1961-1970,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,18,8910,Affoltern am Albis,47.28108,8.451121,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"702,1988,1986-1990,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",5,ZH,Affoltern am Albis,2,Wiesengrundstrasse,2,8910,Affoltern am Albis,47.28029,8.45122,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"705,1939,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wiesengrundstrasse,10,8910,Affoltern am Albis,47.27974,8.451778,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
707,1982,1981-1985,122,2,Wohngebäude mit Nebennutzung,3,ZH,Affoltern am Albis,2,Wiesengrundstrasse,15,8910,Affoltern am Albis,47.27945,8.452511,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905
"715,1955,1946-1960,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Wiesenstrasse,12,8910,Affoltern am Albis,47.27993,8.452886,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"722,1931,1919-1945,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Breitenstrasse,19,8910,Affoltern am Albis,47.27882,8.451732,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
734,1860,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Bachweg,3,8910,Affoltern am Albis,47.27966,8.453693,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
738,1966,1961-1970,122,4,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Zürichstrasse,106,8910,Affoltern am Albis,47.27918,8.454197,Zentrumszonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195
740,1966,1961-1970,122,3,Wohngebäude mit Nebennutzung,3,ZH,Affoltern am Albis,2,Zürichstrasse,110,8910,Affoltern am Albis,47.27916,8.454467,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376
745,1904,Vor 1919,122,4,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Zürichstrasse,131,8910,Affoltern am Albis,47.28072,8.453856,Zentrumszonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676
746,1850,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,132,8910,Affoltern am Albis,47.28077,8.454185,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
751,1960,1946-1960,122,5,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Zürichstrasse,112,8910,Affoltern am Albis,47.27929,8.454232,Zentrumszonen,1,0,1,390.40000000000003,Wohnen,3112,29.088818752614753,11356.2748410208,125.06205142762656,48824.22487734541
752,1959,1946-1960,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Kirchfeld,1,8910,Affoltern am Albis,47.27899,8.455048,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
754,1956,1946-1960,122,3,Wohngebäude mit Nebennutzung,9,ZH,Affoltern am Albis,2,Kirchfeld,3,8910,Affoltern am Albis,47.27874,8.455285,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083
"758,1820,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Dorfstrasse,2,8910,Affoltern am Albis,47.27938,8.453417,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"781,1880,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zürichstrasse,72,8910,Affoltern am Albis,47.277,8.452932,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"785,1670,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Kirchgasse,1,8910,Affoltern am Albis,47.27796,8.45474,Zonen für öffentliche Nutzungen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
789,1880,Vor 1919,122,3,Wohngebäude mit Nebennutzung,3,ZH,Affoltern am Albis,2,Oberdorfstrasse,3,8910,Affoltern am Albis,47.27769,8.453135,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"791,1893,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Zürichstrasse,80,8910,Affoltern am Albis,47.27715,8.453828,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
792,1899,Vor 1919,122,4,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Zürichstrasse,82,8910,Affoltern am Albis,47.27731,8.453968,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676
793,1994,1991-1995,122,4,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,81,8910,Affoltern am Albis,47.27742,8.453557,Zentrumszonen,1,0,1,292.8,Wohnen,3112,22.315623729669614,6534.014628047264,98.58531875966483,28865.78133282986
"803,1988,1986-1990,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",10,ZH,Affoltern am Albis,2,Zürichstrasse,51,8910,Affoltern am Albis,47.2761,8.450186,Zentrumszonen,1,0,1,390.40000000000003,Wohnen,3112,16.566708323543942,6467.642929511556,76.50934191099853,29869.24708205383"
"817,1934,1919-1945,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Zeughausstrasse,11,8910,Affoltern am Albis,47.27444,8.4503,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"820,1960,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zeughausstrasse,7,8910,Affoltern am Albis,47.27453,8.450914,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"821,1895,Vor 1919,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Zeughausstrasse,5,8910,Affoltern am Albis,47.27489,8.450244,Wohnzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"824,1973,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",12,ZH,Affoltern am Albis,2,Zeughausstrasse,8a,8910,Affoltern am Albis,47.27426,8.449758,Mischzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"1421,1893,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Weidliweg,2,8909,Zwillikon,47.28719,8.435239,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"1424,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Weidliweg,12,8909,Zwillikon,47.28765,8.433913,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"1432,1971,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Rütirain,9,8909,Zwillikon,47.28703,8.427736,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"1437,1986,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidgartenstrasse,6,8909,Zwillikon,47.28926,8.429679,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1438,1987,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidgartenstrasse,5,8909,Zwillikon,47.28901,8.430371,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1439,1988,1986-1990,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Weidgartenstrasse,8,8909,Zwillikon,47.28898,8.429623,Mischzonen,1,0,1,292.8,Wohnen,3112,17.155712341788742,5023.192573675744,78.36677448614827,22945.791569544217"
"1445,1837,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Sandacherstrasse,15,8909,Zwillikon,47.29019,8.429558,ausserhalb Bauzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"1454,1883,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Jonerstrasse,35,8909,Zwillikon,47.29387,8.423398,ausserhalb Bauzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"1460,1860,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Wolhausenstrasse,3,8910,Affoltern am Albis,47.27946,8.454646,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"1471,1890,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wolhausenstrasse,20,8910,Affoltern am Albis,47.27913,8.455693,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"2216,1830,Vor 1919,180,1,""Einfamilienhaus, ohne Nebennutzung"",2,ZH,Hausen am Albis,4,Schweikhof,4,8925,Ebertswil,47.22632,8.568237,Mischzonen,1,0,1,144,Wohnen,3024,24.434719691634022,3518.5996355952993,112.62795259926584,16218.425174294282"
"2217,1850,Vor 1919,180,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Schweikhof,6,8925,Ebertswil,47.22621,8.568229,Mischzonen,1,0,1,432,Wohnen,3024,21.382863965201913,9237.397232967227,102.7692968830359,44396.33625347151"
"2218,1850,Vor 1919,180,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Hausen am Albis,4,Schweikhof,9a,8925,Ebertswil,47.22546,8.569749,ausserhalb Bauzonen,1,0,1,144,Wohnen,3024,24.434719691634022,3518.5996355952993,112.62795259926584,16218.425174294282"
2222,1880,Vor 1919,180,2,Wohngebäude mit Nebennutzung,2,ZH,Hausen am Albis,4,Wesenmatt,16b,6340,Sihlbrugg,47.21924,8.572044,ausserhalb Bauzonen,1,0,1,144,Wohnen,3024,24.434719691634022,3518.5996355952993,112.62795259926584,16218.425174294282
"2223,1958,1946-1960,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Wesenmatt,1,8925,Ebertswil,47.22021,8.568157,ausserhalb Bauzonen,1,0,1,144,Wohnen,3024,32.71769890452046,4711.348642250947,135.88468160803046,19567.394151556386"
"2236,1860,Vor 1919,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Hirzwangen,2,8925,Ebertswil,47.22318,8.559055,Mischzonen,1,0,1,144,Wohnen,3024,24.434719691634022,3518.5996355952993,112.62795259926584,16218.425174294282"
"2241,1870,Vor 1919,180,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Hirzwangen,10,8925,Ebertswil,47.22318,8.559258,Mischzonen,1,0,1,288,Wohnen,3024,22.462099794098314,6469.084740700315,106.30312570150006,30615.30020203202"
"2244,1850,Vor 1919,180,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Allmendstrasse,2,8925,Ebertswil,47.22632,8.550533,Mischzonen,1,0,1,288,Wohnen,3024,22.462099794098314,6469.084740700315,106.30312570150006,30615.30020203202"
"2247,1918,Vor 1919,180,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Allmendstrasse,5,8925,Ebertswil,47.22721,8.550099,Mischzonen,1,0,1,432,Wohnen,3024,21.382863965201913,9237.397232967227,102.7692968830359,44396.33625347151"
"2248,1874,1919-1945,180,3,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Hausen am Albis,4,Allmendstrasse,6,8925,Ebertswil,47.22649,8.550446,Mischzonen,1,0,1,288,Wohnen,3024,30.545379237343735,8797.069220354995,135.30588449263604,38968.09473387918"
"2259,1870,Vor 1919,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Allmendstrasse,20,8925,Ebertswil,47.22762,8.550095,Mischzonen,1,0,1,144,Wohnen,3024,24.434719691634022,3518.5996355952993,112.62795259926584,16218.425174294282"
"2264,1985,1981-1985,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Giselstrasse,9,8925,Ebertswil,47.22799,8.551054,Wohnzonen,1,0,1,144,Wohnen,3024,26.399752071757213,3801.5642983330386,113.64735428195769,16365.219016601906"
"2266,1985,1981-1985,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Giselstrasse,11,8925,Ebertswil,47.22824,8.551004,Wohnzonen,1,0,1,144,Wohnen,3024,26.399752071757213,3801.5642983330386,113.64735428195769,16365.219016601906"
"2269,1984,1981-1985,180,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Giselstrasse,15,8925,Ebertswil,47.22811,8.551693,Wohnzonen,1,0,1,144,Wohnen,3024,26.399752071757213,3801.5642983330386,113.64735428195769,16365.219016601906"
"2271,1985,1981-1985,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Giselstrasse,19,8925,Ebertswil,47.22821,8.552071,Wohnzonen,1,0,1,144,Wohnen,3024,26.399752071757213,3801.5642983330386,113.64735428195769,16365.219016601906"
"2272,1984,1981-1985,180,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Hausen am Albis,4,Giselstrasse,20,8925,Ebertswil,47.22678,8.553184,Wohnzonen,1,0,1,144,Wohnen,3024,26.399752071757213,3801.5642983330386,113.64735428195769,16365.219016601906"
